Plant,Style_CD,Activity,SAH,Pack_Unit,Pack_Qty,Size,Operation_code
95,Q74D,SEW,0.3542,X,1,2XL,60500
95,349P05,VAP,0.23364,6,6,L,60900
96,B841IR,VAP,0.2445,3,3,L,60900
95,G300,SEW,0.26748,X,1,8,60500
95,1400IR,VAP,0.2832,3,3,9,60900
95,1430IR,VAP,0.0767,3,3,7,60900
95,1300IR,VAP,0.1281,3,3,6,60900
95,G13L,SEW,0.2575,X,1,4,60500
95,G13L,SEW,0.2575,X,1,8,60500
95,G13H,SEW,0.27792,X,1,14,60500
95,G13H,SEW,0.257493699,X,1,6,60500
95,G13H,SEW,0.257493699,X,1,8,60500
95,V141V0,SEW,0.2918,X,1,9,60500
95,1411IR,VAP,0.4146,6,6,8,60900
95,PW1S99,VAP,0.5808,A,10,5,60900
95,E44108,VAP,0.28296,4,4,8,60900
96,MR55,SEW,0.60672,X,1,L,60500
96,BY83,SEW,0.59604,X,1,M,60500
96,TPWI,SEW,0.7598,X,1,2/3,60500
96,RNWOIR,VAP,0.1281,3,3,M,60900
96,RNWIIR,VAP,0.1828,3,3,L,60900
96,RNWIIR,VAP,0.1828,3,3,XL,60900
95,430N,SEW,0.30048,X,1,12,60500
95,430N,SEW,0.29484,X,1,8,60500
95,430N,SEW,0.28164,X,1,5,60500
95,430NYA,SEW,0.2957,X,1,11,60500
95,430NYA,SEW,0.2957,X,1,12,60500
95,430NAC,SEW,0.2957,X,1,10,60500
95,430NAC,SEW,0.2957,X,1,11,60500
95,430NAE,SEW,0.2957,X,1,13,60500
95,430NYB,SEW,0.2957,X,1,10,60500
95,430NA6,SEW,0.2957,X,1,11,60500
95,430NAF,SEW,0.2957,X,1,10,60500
95,430NAF,SEW,0.28164,X,1,5,60500
95,430NAJ,SEW,0.28164,X,1,5,60500
95,430NA8,SEW,0.28164,X,1,6,60500
95,430NAN,SEW,0.2957,X,1,12,60500
95,430NAN,SEW,0.28164,X,1,5,60500
95,430NAP,SEW,0.2957,X,1,13,60500
95,430NAQ,SEW,0.2957,X,1,12,60500
95,430NAQ,SEW,0.2957,X,1,13,60500
95,430NAR,SEW,0.2957,X,1,10,60500
95,430NAR,SEW,0.28164,X,1,5,60500
95,430NAR,SEW,0.28164,X,1,7,60500
95,430NYD,SEW,0.2957,X,1,8,60500
95,430NYD,SEW,0.2957,X,1,11,60500
95,430NYD,SEW,0.28164,X,1,6,60500
95,430NAS,SEW,0.28164,X,1,5,60500
95,430NAT,SEW,0.2957,X,1,11,60500
95,430NAT,SEW,0.28164,X,1,4,60500
95,400NTO,SEW,0.29268,X,1,8,60500
95,430NAU,SEW,0.28164,X,1,6,60500
95,430NYF,SEW,0.2957,X,1,9,60500
95,430NAV,SEW,0.28164,X,1,4,60500
95,430NAV,SEW,0.28164,X,1,6,60500
95,430NA9,SEW,0.28164,X,1,5,60500
95,430NAZ,SEW,0.28164,X,1,4,60500
95,430NAZ,SEW,0.28164,X,1,7,60500
95,430NBA,SEW,0.28164,X,1,4,60500
95,430NBB,SEW,0.2957,X,1,8,60500
95,430NBB,SEW,0.2957,X,1,9,60500
95,430NBB,SEW,0.2957,X,1,12,60500
95,430NBD,SEW,0.2957,X,1,9,60500
95,430NBD,SEW,0.28164,X,1,7,60500
95,430NBE,SEW,0.2957,X,1,11,60500
95,430NBF,SEW,0.2957,X,1,8,60500
95,430NBF,SEW,0.2957,X,1,9,60500
95,430NBF,SEW,0.28164,X,1,6,60500
95,430NA7,SEW,0.2957,X,1,12,60500
95,430NXZ,SEW,0.2957,X,1,12,60500
95,430NYH,SEW,0.2957,X,1,9,60500
95,430NYJ,SEW,0.2957,X,1,9,60500
95,430NYJ,SEW,0.2957,X,1,11,60500
95,430NBJ,SEW,0.2957,X,1,10,60500
95,430NBK,SEW,0.28164,X,1,5,60500
95,430NBM,SEW,0.28164,X,1,7,60500
95,430NBP,SEW,0.2957,X,1,9,60500
95,430NTA,SEW,0.30048,X,1,11,60500
95,430NTA,SEW,0.29484,X,1,10,60500
95,430NTD,SEW,0.30048,X,1,12,60500
95,430NTF,SEW,0.30048,X,1,11,60500
95,430NTF,SEW,0.30048,X,1,13,60500
95,430NTG,SEW,0.30048,X,1,13,60500
95,430NTH,SEW,0.28164,X,1,4,60500
95,430NTI,SEW,0.29484,X,1,8,60500
95,430NTJ,SEW,0.28164,X,1,4,60500
95,430NTK,SEW,0.29484,X,1,10,60500
95,430NTQ,SEW,0.30048,X,1,12,60500
95,430NTQ,SEW,0.30048,X,1,13,60500
95,430NTQ,SEW,0.29484,X,1,10,60500
95,430NTR,SEW,0.28164,X,1,4,60500
95,430NTR,SEW,0.28164,X,1,7,60500
95,430NTS,SEW,0.30048,X,1,11,60500
95,430NTU,SEW,0.28164,X,1,6,60500
95,430NTW,SEW,0.29484,X,1,8,60500
95,430NTW,SEW,0.28164,X,1,4,60500
95,430NTW,SEW,0.28164,X,1,6,60500
95,430NTW,SEW,0.28164,X,1,7,60500
95,430NTX,SEW,0.28164,X,1,4,60500
95,430NTY,SEW,0.29484,X,1,9,60500
95,430NTY,SEW,0.28164,X,1,5,60500
95,430NTZ,SEW,0.29484,X,1,9,60500
95,430NTZ,SEW,0.29484,X,1,10,60500
95,430NUA,SEW,0.2957,X,1,10,60500
95,430NUB,SEW,0.2957,X,1,13,60500
95,430NUB,SEW,0.28164,X,1,7,60500
95,430NUC,SEW,0.28164,X,1,7,60500
95,430NUD,SEW,0.2957,X,1,10,60500
95,430NUD,SEW,0.2957,X,1,12,60500
95,430NUD,SEW,0.28164,X,1,4,60500
95,430NUF,SEW,0.28164,X,1,4,60500
95,430NUH,SEW,0.28164,X,1,5,60500
95,430NUJ,SEW,0.28164,X,1,4,60500
95,430NUO,SEW,0.2957,X,1,11,60500
95,430NUQ,SEW,0.2957,X,1,8,60500
95,430NUQ,SEW,0.2957,X,1,13,60500
95,430NUT,SEW,0.2957,X,1,8,60500
95,430NUT,SEW,0.28164,X,1,5,60500
95,430NUT,SEW,0.28164,X,1,6,60500
95,400N,SEW,0.28104,X,1,5,60500
95,400NTA,SEW,0.29268,X,1,10,60500
95,400NTB,SEW,0.3054,X,1,11,60500
95,400NTB,SEW,0.28104,X,1,6,60500
95,400NTD,SEW,0.29268,X,1,10,60500
95,400NTE,SEW,0.3054,X,1,13,60500
95,400NTE,SEW,0.29268,X,1,8,60500
95,400NTF,SEW,0.3054,X,1,11,60500
95,400NTF,SEW,0.29268,X,1,9,60500
95,400NTF,SEW,0.28104,X,1,6,60500
95,400NTG,SEW,0.29268,X,1,8,60500
95,400NTH,SEW,0.3054,X,1,13,60500
95,400NTI,SEW,0.29268,X,1,8,60500
95,400NTI,SEW,0.28104,X,1,6,60500
95,400NTK,SEW,0.3054,X,1,12,60500
95,400NTP,SEW,0.3054,X,1,12,60500
95,400NTQ,SEW,0.29268,X,1,9,60500
95,400NTQ,SEW,0.28104,X,1,4,60500
95,400NTQ,SEW,0.28104,X,1,6,60500
95,400NTS,SEW,0.28104,X,1,4,60500
95,400NTT,SEW,0.28104,X,1,6,60500
95,400NTU,SEW,0.3054,X,1,11,60500
95,400NTW,SEW,0.3054,X,1,11,60500
95,400NTW,SEW,0.28104,X,1,4,60500
95,400NTW,SEW,0.28104,X,1,5,60500
95,400NTX,SEW,0.3054,X,1,13,60500
95,400NTX,SEW,0.29268,X,1,8,60500
95,400NTX,SEW,0.28104,X,1,4,60500
95,400NTX,SEW,0.28104,X,1,6,60500
95,400NTY,SEW,0.3054,X,1,11,60500
95,400NTY,SEW,0.29268,X,1,9,60500
95,400NTY,SEW,0.29268,X,1,10,60500
95,400NUA,SEW,0.29268,X,1,10,60500
95,400NUB,SEW,0.29268,X,1,9,60500
95,400NUB,SEW,0.28104,X,1,5,60500
95,400NUC,SEW,0.29268,X,1,9,60500
95,400NUD,SEW,0.28104,X,1,6,60500
95,400NUE,SEW,0.3054,X,1,12,60500
95,400NUF,SEW,0.3054,X,1,11,60500
95,400NUF,SEW,0.29268,X,1,9,60500
95,400NUF,SEW,0.28104,X,1,6,60500
95,400NUG,SEW,0.28104,X,1,4,60500
95,400NUG,SEW,0.28104,X,1,5,60500
95,400NUH,SEW,0.3054,X,1,13,60500
95,400NUH,SEW,0.29268,X,1,9,60500
95,400NUJ,SEW,0.3054,X,1,13,60500
95,400NUO,SEW,0.3054,X,1,12,60500
95,400NUO,SEW,0.28104,X,1,6,60500
95,400NUP,SEW,0.3054,X,1,12,60500
95,400NUP,SEW,0.29268,X,1,9,60500
95,400NUP,SEW,0.28104,X,1,7,60500
95,400NUQ,SEW,0.3054,X,1,11,60500
95,400NUQ,SEW,0.3054,X,1,13,60500
95,400NUR,SEW,0.3054,X,1,12,60500
95,400NUR,SEW,0.28104,X,1,4,60500
95,400NUS,SEW,0.29268,X,1,10,60500
95,400NUS,SEW,0.28104,X,1,7,60500
95,400NGN,SEW,0.3054,X,1,13,60500
95,400NGN,SEW,0.28104,X,1,5,60500
95,400NGN,SEW,0.28104,X,1,7,60500
95,420NAB,SEW,0.27828,X,1,4,60500
95,420NAC,SEW,0.29196,X,1,9,60500
95,420NAC,SEW,0.27828,X,1,7,60500
95,420NAF,SEW,0.29196,X,1,8,60500
95,420NAT,SEW,0.29196,X,1,8,60500
95,420NAX,SEW,0.29196,X,1,9,60500
95,420NAX,SEW,0.27828,X,1,6,60500
95,420NBA,SEW,0.29196,X,1,8,60500
95,420NBA,SEW,0.27828,X,1,5,60500
95,420NBB,SEW,0.29196,X,1,8,60500
95,420NBB,SEW,0.29196,X,1,9,60500
95,420NBE,SEW,0.27828,X,1,5,60500
95,420NBH,SEW,0.29196,X,1,8,60500
95,420NSP,SEW,0.29196,X,1,8,60500
95,420NSP,SEW,0.27828,X,1,4,60500
95,420NSP,SEW,0.27828,X,1,5,60500
95,420NSQ,SEW,0.29196,X,1,8,60500
95,420NSR,SEW,0.27828,X,1,6,60500
95,420NSS,SEW,0.27828,X,1,4,60500
95,420NST,SEW,0.27828,X,1,7,60500
95,420NSU,SEW,0.27828,X,1,4,60500
95,420NSU,SEW,0.27828,X,1,5,60500
95,420NSW,SEW,0.29196,X,1,8,60500
95,420NSX,SEW,0.29196,X,1,9,60500
95,420NSY,SEW,0.27828,X,1,7,60500
95,420NSZ,SEW,0.27828,X,1,5,60500
95,420NTA,SEW,0.27828,X,1,5,60500
95,420NTF,SEW,0.27828,X,1,5,60500
95,420NTF,SEW,0.27828,X,1,7,60500
95,420NTG,SEW,0.27828,X,1,4,60500
95,420NTJ,SEW,0.29196,X,1,9,60500
95,420NTU,SEW,0.29196,X,1,9,60500
95,420NTX,SEW,0.27828,X,1,5,60500
95,420NTX,SEW,0.27828,X,1,7,60500
95,420NTZ,SEW,0.27828,X,1,5,60500
95,420NA6,SEW,0.29196,X,1,9,60500
95,P40D07,VAP,0.4038,6,6,10,60900
95,P42B07,VAP,0.38256,6,6,7,60900
95,P42B08,VAP,0.38256,6,6,7,60900
95,P42B08,VAP,0.38256,6,6,9,60900
95,P81S99,VAP,0.56256,8,8,5,60900
95,430NU0,SEW,0.2957,X,1,13,60500
96,79B699,VAP,0.23544,6,6,M,60900
95,400NU1,SEW,0.28104,X,1,7,60500
95,H42WPK,VAP,0.2241,3,3,5,60900
95,H42WPK,VAP,0.2241,3,3,6,60900
96,J83999,VAP,0.25864,4,4,4XL,60900
96,J83999,VAP,0.25528,4,4,M,60900
95,400N7A,SEW,0.29268,X,1,8,60500
95,400N6D,SEW,0.3054,X,1,12,60500
95,400N6D,SEW,0.29268,X,1,10,60500
95,400N6D,SEW,0.28104,X,1,5,60500
95,400N6E,SEW,0.28104,X,1,6,60500
95,400N6F,SEW,0.28104,X,1,4,60500
95,400N6G,SEW,0.3054,X,1,12,60500
95,400N6G,SEW,0.28104,X,1,6,60500
95,400N6I,SEW,0.3054,X,1,11,60500
95,400N6J,SEW,0.3054,X,1,13,60500
95,400N6K,SEW,0.28104,X,1,7,60500
95,400N6L,SEW,0.3054,X,1,13,60500
95,400N6L,SEW,0.29268,X,1,9,60500
95,400N6N,SEW,0.3054,X,1,12,60500
95,400N6W,SEW,0.29268,X,1,8,60500
95,400N6W,SEW,0.29268,X,1,10,60500
95,400N6X,SEW,0.28104,X,1,4,60500
95,400N6Y,SEW,0.29268,X,1,10,60500
95,400N71,SEW,0.3054,X,1,12,60500
95,400N76,SEW,0.3054,X,1,13,60500
95,400N77,SEW,0.3054,X,1,11,60500
95,400N77,SEW,0.28104,X,1,4,60500
95,400N78,SEW,0.28104,X,1,5,60500
95,400N79,SEW,0.28104,X,1,4,60500
95,400N79,SEW,0.28104,X,1,6,60500
95,400N7C,SEW,0.3054,X,1,11,60500
95,400N7C,SEW,0.28104,X,1,7,60500
95,400N7E,SEW,0.3054,X,1,13,60500
95,400N7F,SEW,0.28104,X,1,4,60500
95,400N7H,SEW,0.3054,X,1,13,60500
95,400N7H,SEW,0.28104,X,1,4,60500
95,430N6C,SEW,0.2957,X,1,11,60500
95,430N6C,SEW,0.2957,X,1,12,60500
95,430N6F,SEW,0.2957,X,1,9,60500
95,430N6F,SEW,0.28164,X,1,6,60500
95,430N6G,SEW,0.2957,X,1,8,60500
95,430N6H,SEW,0.28164,X,1,4,60500
95,430N6I,SEW,0.2957,X,1,8,60500
95,430N6I,SEW,0.28164,X,1,4,60500
95,430N6J,SEW,0.2957,X,1,8,60500
95,430N6J,SEW,0.28164,X,1,5,60500
95,430N6K,SEW,0.2957,X,1,12,60500
95,430N6L,SEW,0.2957,X,1,13,60500
95,430N6M,SEW,0.2957,X,1,13,60500
95,430N6M,SEW,0.28164,X,1,4,60500
95,430N6M,SEW,0.28164,X,1,6,60500
95,430N6N,SEW,0.28164,X,1,6,60500
95,430N6N,SEW,0.28164,X,1,7,60500
95,430N6Q,SEW,0.28164,X,1,7,60500
95,430N6W,SEW,0.2957,X,1,11,60500
95,430N6W,SEW,0.2957,X,1,13,60500
95,430N6X,SEW,0.2957,X,1,11,60500
95,430N70,SEW,0.28164,X,1,7,60500
95,430N72,SEW,0.2957,X,1,9,60500
95,430N73,SEW,0.2957,X,1,9,60500
95,430N73,SEW,0.2957,X,1,12,60500
95,430N73,SEW,0.28164,X,1,6,60500
95,430N74,SEW,0.2957,X,1,11,60500
95,430N75,SEW,0.28164,X,1,6,60500
95,430N76,SEW,0.2957,X,1,12,60500
95,430N77,SEW,0.2957,X,1,13,60500
95,430N77,SEW,0.28164,X,1,6,60500
95,430N78,SEW,0.28164,X,1,6,60500
95,430N7A,SEW,0.2957,X,1,9,60500
95,430N7A,SEW,0.2957,X,1,10,60500
95,430N7A,SEW,0.28164,X,1,6,60500
95,430N7B,SEW,0.2957,X,1,13,60500
95,430N7C,SEW,0.2957,X,1,13,60500
95,430N7D,SEW,0.28164,X,1,6,60500
95,430N7E,SEW,0.2957,X,1,9,60500
95,430N7E,SEW,0.2957,X,1,12,60500
95,430N7E,SEW,0.28164,X,1,7,60500
95,430N7G,SEW,0.28164,X,1,7,60500
95,430N7H,SEW,0.2957,X,1,8,60500
95,430N7I,SEW,0.28164,X,1,4,60500
95,420N61,SEW,0.27828,X,1,4,60500
95,420N61,SEW,0.27828,X,1,5,60500
95,420N61,SEW,0.27828,X,1,7,60500
95,420N62,SEW,0.27828,X,1,7,60500
95,420N63,SEW,0.29196,X,1,8,60500
95,420N63,SEW,0.27828,X,1,6,60500
95,420N6O,SEW,0.29196,X,1,9,60500
95,420N6Q,SEW,0.29196,X,1,9,60500
95,420N6Q,SEW,0.27828,X,1,7,60500
95,420N6W,SEW,0.29196,X,1,9,60500
95,420N6W,SEW,0.27828,X,1,4,60500
95,420N6W,SEW,0.27828,X,1,6,60500
95,420N6Y,SEW,0.27828,X,1,7,60500
95,420N6Z,SEW,0.27828,X,1,6,60500
95,400N7I,SEW,0.29268,X,1,8,60500
95,400N7I,SEW,0.29268,X,1,9,60500
95,400N7I,SEW,0.28104,X,1,7,60500
95,400N0P,SEW,0.28104,X,1,4,60500
95,400N0P,SEW,0.28104,X,1,5,60500
95,400N0Q,SEW,0.29268,X,1,8,60500
95,400N0Q,SEW,0.29268,X,1,10,60500
95,400N0Q,SEW,0.28104,X,1,4,60500
95,400N0V,SEW,0.3054,X,1,13,60500
95,400N0X,SEW,0.28104,X,1,6,60500
95,430N0U,SEW,0.2957,X,1,8,60500
95,P42B09,VAP,0.38256,6,6,7,60900
95,P42B10,VAP,0.38256,6,6,6,60900
95,P42B10,VAP,0.38256,6,6,9,60900
95,P40D09,VAP,0.4038,6,6,5,60900
96,J83899,VAP,0.2724,5,5,L,60900
95,400NA1,SEW,0.29268,X,1,10,60500
95,400NA1,SEW,0.28104,X,1,4,60500
95,400NA2,SEW,0.29268,X,1,9,60500
95,400NC1,SEW,0.28104,X,1,6,60500
95,400NC1,SEW,0.28104,X,1,7,60500
95,400NC2,SEW,0.29268,X,1,10,60500
95,400NC4,SEW,0.3054,X,1,11,60500
95,400NC4,SEW,0.29268,X,1,9,60500
95,400NC6,SEW,0.3054,X,1,12,60500
95,400NC6,SEW,0.29268,X,1,8,60500
95,400NC7,SEW,0.28104,X,1,6,60500
95,400NC8,SEW,0.29268,X,1,8,60500
95,400NC8,SEW,0.28104,X,1,5,60500
95,400NC8,SEW,0.28104,X,1,6,60500
95,400NC9,SEW,0.29268,X,1,9,60500
95,400NC9,SEW,0.28104,X,1,6,60500
95,400NCA,SEW,0.3054,X,1,13,60500
95,400NCB,SEW,0.3054,X,1,11,60500
95,400NCC,SEW,0.29268,X,1,8,60500
95,400NCC,SEW,0.28104,X,1,4,60500
95,400NCC,SEW,0.28104,X,1,5,60500
95,400NCE,SEW,0.28104,X,1,7,60500
95,400NCF,SEW,0.3054,X,1,12,60500
95,400NCH,SEW,0.3054,X,1,12,60500
95,400NCH,SEW,0.28104,X,1,5,60500
95,400NCI,SEW,0.3054,X,1,13,60500
95,400NCJ,SEW,0.3054,X,1,12,60500
95,400NCK,SEW,0.28104,X,1,6,60500
95,400NCK,SEW,0.28104,X,1,7,60500
95,400NCL,SEW,0.29268,X,1,10,60500
95,400NCM,SEW,0.3054,X,1,12,60500
95,400NCM,SEW,0.29268,X,1,9,60500
95,400NCN,SEW,0.3054,X,1,11,60500
95,400NCN,SEW,0.29268,X,1,8,60500
95,400NCO,SEW,0.29268,X,1,9,60500
95,400NCO,SEW,0.28104,X,1,4,60500
95,400NCO,SEW,0.28104,X,1,5,60500
95,400NCP,SEW,0.3054,X,1,13,60500
95,400NCP,SEW,0.28104,X,1,7,60500
95,400NCQ,SEW,0.29268,X,1,10,60500
95,400NCQ,SEW,0.28104,X,1,7,60500
95,400NCR,SEW,0.3054,X,1,12,60500
95,400NCS,SEW,0.3054,X,1,12,60500
95,400NCS,SEW,0.28104,X,1,5,60500
95,400NCT,SEW,0.29268,X,1,10,60500
95,400NCU,SEW,0.28104,X,1,4,60500
95,400NCV,SEW,0.28104,X,1,5,60500
95,400NCW,SEW,0.28104,X,1,5,60500
95,400NCY,SEW,0.29268,X,1,8,60500
95,400NCY,SEW,0.28104,X,1,7,60500
95,430NC2,SEW,0.2957,X,1,12,60500
95,430NC2,SEW,0.2957,X,1,13,60500
95,430NC3,SEW,0.2957,X,1,9,60500
95,430NC3,SEW,0.28164,X,1,6,60500
95,430NC4,SEW,0.28164,X,1,7,60500
95,430NC5,SEW,0.2957,X,1,10,60500
95,430NC5,SEW,0.28164,X,1,7,60500
95,430NC6,SEW,0.2957,X,1,8,60500
95,430NC6,SEW,0.28164,X,1,4,60500
95,430NC6,SEW,0.28164,X,1,6,60500
95,430NC8,SEW,0.2957,X,1,12,60500
95,430NC8,SEW,0.28164,X,1,5,60500
95,430NC9,SEW,0.2957,X,1,11,60500
95,430NCA,SEW,0.2957,X,1,9,60500
95,430NCB,SEW,0.2957,X,1,9,60500
95,430NCC,SEW,0.2957,X,1,12,60500
95,430NCD,SEW,0.28164,X,1,5,60500
95,430NCE,SEW,0.2957,X,1,10,60500
95,430NCE,SEW,0.2957,X,1,11,60500
95,430NCG,SEW,0.2957,X,1,11,60500
95,430NCG,SEW,0.28164,X,1,6,60500
95,430NCH,SEW,0.2957,X,1,9,60500
95,430NCH,SEW,0.2957,X,1,10,60500
95,430NCH,SEW,0.2957,X,1,12,60500
95,430NCH,SEW,0.2957,X,1,13,60500
95,430NCH,SEW,0.28164,X,1,5,60500
95,430NCI,SEW,0.2957,X,1,12,60500
95,430NCM,SEW,0.2957,X,1,9,60500
95,430NCM,SEW,0.28164,X,1,4,60500
95,430NCN,SEW,0.2957,X,1,9,60500
95,430NCN,SEW,0.2957,X,1,11,60500
95,430NCN,SEW,0.28164,X,1,7,60500
95,430NCO,SEW,0.2957,X,1,10,60500
95,430NCP,SEW,0.2957,X,1,10,60500
95,430NCP,SEW,0.2957,X,1,12,60500
95,430NCP,SEW,0.28164,X,1,7,60500
95,430NCQ,SEW,0.2957,X,1,13,60500
95,430NCR,SEW,0.2957,X,1,9,60500
95,430NCR,SEW,0.2957,X,1,10,60500
95,430NCR,SEW,0.28164,X,1,5,60500
95,430NCS,SEW,0.28164,X,1,7,60500
95,430NCT,SEW,0.2957,X,1,12,60500
95,430NCT,SEW,0.28164,X,1,7,60500
95,430NCU,SEW,0.2957,X,1,10,60500
95,430NCV,SEW,0.2957,X,1,11,60500
95,430NCV,SEW,0.28164,X,1,4,60500
95,430NCW,SEW,0.2957,X,1,9,60500
95,430NCW,SEW,0.2957,X,1,10,60500
95,430NCW,SEW,0.2957,X,1,13,60500
95,430NCX,SEW,0.2957,X,1,10,60500
95,430NCX,SEW,0.2957,X,1,13,60500
95,430NCX,SEW,0.28164,X,1,6,60500
95,430NCY,SEW,0.2957,X,1,8,60500
95,430NCY,SEW,0.28164,X,1,4,60500
95,430NCY,SEW,0.28164,X,1,7,60500
95,430NC1,SEW,0.2957,X,1,11,60500
95,430NC1,SEW,0.2957,X,1,12,60500
95,420NC3,SEW,0.29196,X,1,8,60500
95,420NC3,SEW,0.27828,X,1,4,60500
95,420NC7,SEW,0.27828,X,1,7,60500
95,420NC8,SEW,0.27828,X,1,6,60500
95,420NCA,SEW,0.29196,X,1,8,60500
95,420NCO,SEW,0.29196,X,1,8,60500
95,420NCO,SEW,0.29196,X,1,9,60500
95,420NCO,SEW,0.27828,X,1,7,60500
95,420NCR,SEW,0.27828,X,1,7,60500
95,420NCS,SEW,0.27828,X,1,6,60500
95,420NCS,SEW,0.27828,X,1,7,60500
95,420NCY,SEW,0.27828,X,1,6,60500
95,420NCV,SEW,0.27828,X,1,7,60500
95,420NCX,SEW,0.27828,X,1,7,60500
95,420NA4,SEW,0.27828,X,1,4,60500
95,420NCP,SEW,0.27828,X,1,7,60500
95,420NCQ,SEW,0.29196,X,1,8,60500
95,420NCQ,SEW,0.27828,X,1,5,60500
95,SP4215,VAP,0.38256,6,6,9,60900
95,SP4216,VAP,0.38256,6,6,7,60900
95,P42C06,VAP,0.40536,6,6,5,60900
95,P42C06,VAP,0.40536,6,6,6,60900
95,P42C07,VAP,0.40536,6,6,5,60900
95,420NCB,SEW,0.27828,X,1,7,60500
95,420NCD,SEW,0.27828,X,1,6,60500
95,420NCG,SEW,0.29196,X,1,8,60500
95,420NCJ,SEW,0.27828,X,1,5,60500
95,420NCJ,SEW,0.27828,X,1,6,60500
95,420NCK,SEW,0.29196,X,1,8,60500
95,420NCK,SEW,0.27828,X,1,6,60500
95,420NCL,SEW,0.29196,X,1,9,60500
95,P2A101,VAP,0.40536,6,6,7,60900
95,400NA3,SEW,0.29268,X,1,8,60500
95,400NA3,SEW,0.29268,X,1,10,60500
95,400NA3,SEW,0.28104,X,1,6,60500
95,400NA4,SEW,0.3054,X,1,11,60500
95,400NA4,SEW,0.3054,X,1,13,60500
95,400NA5,SEW,0.3054,X,1,12,60500
95,400NA5,SEW,0.29268,X,1,8,60500
95,400NA5,SEW,0.28104,X,1,4,60500
95,400NA5,SEW,0.28104,X,1,5,60500
96,749605,VAP,0.3492,6,6,L,60900
95,C41A99,VAP,0.24552,3,3,5,60900
95,C41A99,VAP,0.24552,3,3,6,60900
95,40ABC2,SEW,0.28104,X,1,4,60500
95,42AB,SEW,0.27828,X,1,7,60500
95,400NF2,SEW,0.3054,X,1,13,60500
95,400NF4,SEW,0.28104,X,1,4,60500
95,400NF5,SEW,0.29268,X,1,9,60500
95,430NF2,SEW,0.2957,X,1,9,60500
95,430NF2,SEW,0.2957,X,1,10,60500
95,430NF2,SEW,0.28164,X,1,6,60500
95,430NF3,SEW,0.2957,X,1,9,60500
95,430NF3,SEW,0.2957,X,1,11,60500
95,430NF3,SEW,0.2957,X,1,13,60500
95,430NF3,SEW,0.28164,X,1,4,60500
95,430NF4,SEW,0.2957,X,1,13,60500
95,430NF4,SEW,0.28164,X,1,4,60500
95,430NF5,SEW,0.2957,X,1,10,60500
95,430NF5,SEW,0.2957,X,1,11,60500
95,430NF5,SEW,0.2957,X,1,12,60500
95,430NF6,SEW,0.28164,X,1,6,60500
95,430NF1,SEW,0.2957,X,1,9,60500
95,430NF1,SEW,0.2957,X,1,13,60500
95,420NF3,SEW,0.27828,X,1,4,60500
95,420NF5,SEW,0.27828,X,1,5,60500
95,420NF6,SEW,0.29196,X,1,8,60500
95,420NF6,SEW,0.29196,X,1,9,60500
95,P40D20,VAP,0.4038,6,6,8,60900
96,NY10,SEW,0.6726,X,1,L,60500
95,430NCZ,SEW,0.2957,X,1,10,60500
95,430NCZ,SEW,0.28164,X,1,4,60500
95,430ND2,SEW,0.2957,X,1,10,60500
95,430ND2,SEW,0.2957,X,1,11,60500
95,430ND2,SEW,0.2957,X,1,12,60500
95,430ND2,SEW,0.28164,X,1,7,60500
95,430ND3,SEW,0.28164,X,1,7,60500
95,430ND4,SEW,0.2957,X,1,9,60500
95,430ND4,SEW,0.2957,X,1,10,60500
95,430ND4,SEW,0.2957,X,1,12,60500
95,430ND5,SEW,0.2957,X,1,10,60500
95,430ND5,SEW,0.28164,X,1,4,60500
95,430ND5,SEW,0.28164,X,1,5,60500
95,430ND6,SEW,0.2957,X,1,13,60500
95,430ND7,SEW,0.28164,X,1,4,60500
95,430ND9,SEW,0.2957,X,1,9,60500
95,430NDB,SEW,0.28164,X,1,6,60500
95,430NDD,SEW,0.28164,X,1,5,60500
95,430NDE,SEW,0.28164,X,1,6,60500
95,430NDE,SEW,0.28164,X,1,7,60500
95,430NDF,SEW,0.2957,X,1,13,60500
95,430NDF,SEW,0.28164,X,1,5,60500
95,430NDG,SEW,0.2957,X,1,12,60500
95,430NDH,SEW,0.2957,X,1,11,60500
95,430NDJ,SEW,0.2957,X,1,8,60500
95,430NDJ,SEW,0.2957,X,1,13,60500
95,430NDK,SEW,0.2957,X,1,9,60500
95,430NDK,SEW,0.2957,X,1,10,60500
95,430NDM,SEW,0.2957,X,1,8,60500
95,430NDM,SEW,0.2957,X,1,13,60500
95,430NDN,SEW,0.2957,X,1,10,60500
95,430NDN,SEW,0.28164,X,1,4,60500
95,400NCZ,SEW,0.29268,X,1,9,60500
95,400ND1,SEW,0.3054,X,1,12,60500
95,400ND1,SEW,0.29268,X,1,9,60500
95,400ND1,SEW,0.28104,X,1,4,60500
95,400ND2,SEW,0.29268,X,1,8,60500
95,400ND4,SEW,0.28104,X,1,7,60500
95,400ND5,SEW,0.29268,X,1,8,60500
95,400ND5,SEW,0.28104,X,1,4,60500
95,400ND6,SEW,0.3054,X,1,13,60500
95,400ND6,SEW,0.29268,X,1,9,60500
95,400ND7,SEW,0.28104,X,1,4,60500
95,400ND9,SEW,0.3054,X,1,12,60500
95,400NDA,SEW,0.3054,X,1,13,60500
95,400NDB,SEW,0.3054,X,1,12,60500
95,400NDB,SEW,0.28104,X,1,5,60500
95,400NDF,SEW,0.29268,X,1,8,60500
