Plant,Style_CD,Activity,SAH,Pack_Unit,Pack_Qty,Size,Operation_code
95,42ABV5,SEW,0.27828,X,1,6,60500
95,42ABV6,SEW,0.29196,X,1,9,60500
95,42ABV6,SEW,0.27828,X,1,5,60500
95,42ABV7,SEW,0.27828,X,1,4,60500
95,42ABV8,SEW,0.27828,X,1,7,60500
95,42ABVB,SEW,0.27828,X,1,5,60500
95,42ABVC,SEW,0.29196,X,1,8,60500
95,42ABVD,SEW,0.29196,X,1,8,60500
95,42ABVF,SEW,0.27828,X,1,7,60500
95,NB060K,SEW,0.65772,X,1,M,60500
95,PH060K,VAP,0.1266,1,1,2XL,60900
95,PH060K,VAP,0.1266,1,1,3XL,60900
96,PPLA01,VAP,0.28032,4,4,M,60900
95,40MI13,SEW,0.45324,X,1,S,60500
95,40MI13,SEW,0.45324,X,1,L,60500
95,40MI14,SEW,0.45324,X,1,S,60500
95,40MI15,SEW,0.45324,X,1,2XL,60500
95,43MI16,SEW,0.3629,X,1,L,60500
95,43MI16,SEW,0.3629,X,1,XL,60500
95,43MI17,SEW,0.3629,X,1,M,60500
95,0XSA01,VAP,0.24156,3,3,6,60900
95,49IF04,VAP,0.26688,4,4,XL,60900
95,A2XHA1,SEW,0.39888,X,1,5,60500
95,42MI17,SEW,0.36118,X,1,S,60500
95,42MI17,SEW,0.36118,X,1,2XL,60500
95,42MI15,SEW,0.36118,X,1,M,60500
95,0IMA01,VAP,0.27168,4,4,S,60900
95,0IMA01,VAP,0.27168,4,4,M,60900
95,0IMA01,VAP,0.27168,4,4,XL,60900
95,A1XH,SEW,0.40188,X,1,8,60500
95,A13B37,VAP,0.6116,A,10,10,60900
95,A13B37,VAP,0.6116,A,10,16,60900
95,42IF03,VAP,0.26688,4,4,XL,60900
95,D41B01,VAP,0.2672,4,4,M,60900
95,42IF04,VAP,0.26688,4,4,S,60900
95,42IF04,VAP,0.26688,4,4,XL,60900
95,HP6G02,VAP,0.36288,6,6,12,60900
95,39MI16,SEW,0.36804,X,1,L,60500
95,39MI18,SEW,0.36804,X,1,XL,60500
95,49MI18,SEW,0.4469,X,1,L,60500
95,49MI18,SEW,0.4469,X,1,2XL,60500
95,400NH1,SEW,0.28104,X,1,6,60500
95,400NH2,SEW,0.3054,X,1,11,60500
95,400NH2,SEW,0.29268,X,1,10,60500
